case_id,HHID,hh_g00_1,hh_g00_2,consumedYN,food_item_other,food_item,consumption_quantity,consumption_unit,consumption_unit_label,consumption_unit_oth,consumption_subunit_1,consumption_subunit_2,hh_g04a,hh_g04b,hh_g04b_label,hh_g04b_oth,hh_g04c,hh_g04c_1,hh_g05,hh_g06a,hh_g06b,hh_g06b_label,hh_g06b_oth,hh_g06c,hh_g06c_1,hh_g07a,hh_g07b,hh_g07b_label,hh_g07b_oth,hh_g07c,hh_g07c_1,food_item_code,hh_members,consumption_per_person,region
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,PEANUT BUTTER,709,3.5,23,23,PACKET (300G),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,709,9,0.3888888888888889,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,802,6.5,23,23,5L BUCKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,802,4,1.625,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,814,3,23,23,HALF PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,3,1,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,822,9.5,10A,10,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,822,8,1.1875,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,829,9.5,23,23,HALF LOAF,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,829,1,9.5,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,831,3.5,23,23,HALF LOAF,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,1,3.5,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,909,5.5,23,23,TEA AND SNACKS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,909,10,0.55,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,CHIBUKU BEER,916,5.5,23,23,MEDIUM PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,916,6,0.9166666666666666,1
201011000007,273e6307dd38f75af372c33b509a3a86,2,2,1,,5033,3,23,23,TINA FLAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5033,1,3,1
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,201,9.5,23,23,DROPS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,201,2,4.75,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,401,3,23,23,TONEC,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,401,8,0.375,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,407,2,18,18,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,407,5,0.4,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,507,10,23,23,TINA FLAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,507,1,10,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,604,6,23,23,SMALL SARCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,604,3,2,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,607,8,23,23,350L BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,607,5,1.6,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,705,2,23,23,TINA (HEAPED),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,705,2,1,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,802,8.5,4B,4,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,802,1,8.5,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,821,7.5,23,23,20 LITRE PAIL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,821,4,1.875,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,827,1.5,23,23,PACKET (300G),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,827,6,0.25,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,828,6.5,23,23,LARGE POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,828,1,6.5,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,829,9,22B,22,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,829,5,1.8,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,838,9.5,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,838,4,2.375,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,903,8,23,23,HEAP TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,903,10,0.8,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,911,3,23,23,COB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,911,1,3,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,913,8.5,73,73,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,913,10,0.85,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,915,0.5,27A,27,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,915,8,0.0625,3
201011000008,7d4c1acd587bf93ccd4f6c0779871c48,2,2,1,,5122,9,23,23,SMALL PACKET GOLD TEA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5122,7,1.2857142857142858,3
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,109,5.5,25,25,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,109,2,2.75,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,110,8,36,36,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,110,1,8,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,115,5.5,23,23,SATCHET (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,115,8,0.6875,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,306,5.5,9,9,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,10,0.55,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,313,6.5,23,23,MANGO,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,313,2,3.25,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,407,7.5,23,23,TUB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,407,9,0.8333333333333334,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,408,6.5,23,23,BUNDLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,408,5,1.3,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,409,2.5,23,23,HEAP TINA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,409,3,0.8333333333333334,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,THERERE WAMASAMBA,412,4.5,23,23,BATCHES,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,412,8,0.5625,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,522,3.5,22C,22,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,2,1.75,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,606,3.5,4C,4,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,606,7,0.5,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,PEACHES,610,8.5,23,23,CONTAINER SMALL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,610,6,1.4166666666666667,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,CONDENSED MILK,709,1.5,23,23,DROPS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,709,5,0.3,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,803,2,27A,27,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,803,7,0.2857142857142857,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,MISALE,804,7.5,23,23,200 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,804,5,1.5,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,821,9.5,23,23,SMALL BOX TEA BAGS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,821,10,0.95,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,823,2.5,33,33,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,823,8,0.3125,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,824,1.5,23,23,SMALL POCKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,824,3,0.5,1
201011000009,669cb97e569a08cc2945caa8396869f3,2,2,1,,827,4,10C,10,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,827,2,2,1
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,103,7.5,23,23,LARGE HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,103,7,1.0714285714285714,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,109,7.5,23,23,MILLILITRE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,109,1,7.5,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,116,8,25C,25,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,116,2,4,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,203,9,23,23,25 GRAM SATCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,203,5,1.8,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,311,1.5,25,25,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,311,1,1.5,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,401,6,23,23,TINA MEDIUM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,401,6,1,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,501,7.5,6A,6,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,501,5,1.5,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,SAYA PIECES,515,8,22B,22,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,3,2.6666666666666665,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,522,1.5,23,23,SMALL TIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,4,0.375,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,609,10,23,23,BOX SMALL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,609,2,5,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,704,8.5,23,23,MEDIUM TINS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,704,8,1.0625,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,803,9.5,8B,8,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,803,8,1.1875,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,812,9,44C,44,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,812,9,1,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,815,0.5,23,23,SCUD,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,815,4,0.125,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,821,10,23,23,149G TIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,821,7,1.4285714285714286,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,825,9.5,23,23,MEALS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,825,9,1.0555555555555556,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,828,3.5,23,23,MEAL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,828,5,0.7,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,833,8.5,23,23,SAUCER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,833,7,1.2142857142857142,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,907,9,23,23,125G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,907,10,0.9,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,910,0.5,34,34,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,910,1,0.5,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,915,7.5,32,32,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,915,7,1.0714285714285714,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,5022,6,,NA,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5022,6,1,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,5033,4,23,23,MEDIUM POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5033,8,0.5,3
201011000010,c788846dd5a099090c9a46b498351dec,2,2,1,,5123,1.5,9A,9,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5123,4,0.375,3
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,114,9.5,23,23,HEAP (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,114,6,1.5833333333333333,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,201,4.5,23,23,TUB,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,201,6,0.75,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,COCOYAMS,209,4,23,23,POLYTHENE BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,209,9,0.4444444444444444,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,303,8.5,23,23,TOTI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,303,2,4.25,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,402,6.5,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,402,1,6.5,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,408,8,23,23,PAIL (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,408,7,1.1428571428571428,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,603,7,23,23,HALF LOAF,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,603,9,0.7777777777777778,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,604,1,23,23,TABLE SPOON,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,604,6,0.16666666666666666,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,606,1.5,4,4,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,606,9,0.16666666666666666,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,607,10,22C,22,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,607,1,10,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,PEANUT,709,9,23,23,1LITRE BOTTLE SUPER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,709,3,3,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,802,7.5,23,23,PIECE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,802,8,0.9375,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,803,0.5,71,71,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,803,4,0.125,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,811,1.5,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,811,7,0.21428571428571427,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,813,2,72,72,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,813,7,0.2857142857142857,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,831,6,23,23,NDOWA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,10,0.6,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,834,2.5,23,23,HALF PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,834,5,0.5,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,837,2.5,23,23,BATCHES,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,837,4,0.625,1
201011000011,0f48328d013904487684c19e56c8f04c,2,2,1,,906,5,23,23,BIG PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,906,1,5,1
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,106,6.5,23,23,CARTON SMALL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,106,4,1.625,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,107,10,23,23,SMALL POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,107,7,1.4285714285714286,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,114,5,23,23,LARGE POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,114,7,0.7142857142857143,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,207,1,71,71,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,207,4,0.25,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,305,6,23,23,LITRE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,305,4,1.5,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,308,4.5,10B,10,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,308,6,0.75,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,NKHUNGUZU,310,1,23,23,350L BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,310,6,0.16666666666666666,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,406,5,23,23,SMALL BOX TEA BAGS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,406,6,0.8333333333333334,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,408,6,73,73,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,408,6,1,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,505,3.5,23,23,TEA AND SNACKS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,505,1,3.5,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,506,4.5,23,23,HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,506,9,0.5,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,514,9,23,23,SMALL SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,514,4,2.25,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,PEACHES,515,7,60,60,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,2,3.5,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,604,0.5,23,23,SERVING,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,604,2,0.25,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,608,4.5,23,23,PACKET LARGE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,608,9,0.5,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,703,9.5,23,23,LARGE HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,703,5,1.9,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,822,10,23,23,90 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,822,6,1.6666666666666667,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,831,6.5,34,34,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,2,3.25,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,832,5.5,44B,44,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,832,9,0.6111111111111112,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,834,0.5,23,23,TABLESOAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,834,5,0.1,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,903,4,23,23,CONTAINER SMALL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,903,8,0.5,3
201011000012,be474e631c00101c70e2114eb8c9c599,2,2,1,,904,2.5,43,43,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,904,1,2.5,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,NKHOWE,117,8.5,10,10,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,117,5,1.7,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,201,4.5,23,23,LITRE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,201,1,4.5,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,202,0.5,23,23,200 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,202,10,0.05,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,303,8,23,23,HEAP(SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,303,7,1.1428571428571428,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,402,7,23,23,MEAL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,402,3,2.3333333333333335,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,NTAPASHA,414,5,23,23,TINA FLAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,414,7,0.7142857142857143,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,CRABS,515,1.5,23,23,CARTON SMALL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,2,0.75,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,606,3.5,23,23,350L BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,606,10,0.35,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,607,5,10,10,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,607,10,0.5,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,702,3,23,23,70 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,702,6,0.5,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,704,1,23,23,250 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,704,8,0.125,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,814,6.5,23,23,LARGE POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,8,0.8125,3
201011000013,5bfff23aa2c62ef1e628c6ded83159b8,2,2,1,,821,1.5,23,23,BIG POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,821,7,0.21428571428571427,3
